用户ID,商品名称,购买数量
3377,商品20,9
3377,商品95,10
3378,商品95,5
3379,商品32,6
3379,商品35,5
3380,商品3,7
3380,商品68,1
3381,商品12,8
3381,商品6,7
3381,商品106,1
3381,商品66,9
3381,商品52,9
3381,商品140,1
3381,商品70,8
3381,商品7,6
3381,商品25,10
3381,商品50,4
3381,商品86,10
3381,商品38,6
3381,商品42,5
3381,商品100,7
3381,商品58,5
3381,商品53,8
3382,商品33,3
3382,商品43,3
3382,商品8,2
3382,商品39,8
3382,商品18,3
3382,商品32,9
3382,商品122,10
3382,商品145,6
3382,商品148,9
3383,商品12,9
3383,商品7,7
3383,商品25,7
3383,商品46,8
3384,商品51,5
3384,商品59,7
3384,商品12,3
3384,商品18,8
3384,商品74,1
3384,商品38,4
3384,商品53,9
3385,商品40,1
3385,商品26,3
3385,商品87,9
3386,商品41,6
3386,商品151,6
3386,商品81,3
3387,商品18,6
3387,商品22,3
3388,商品33,4
3388,商品61,6
3388,商品78,6
3388,商品84,4
3388,商品32,10
3388,商品48,1
3388,商品53,5
3389,商品60,6
3389,商品32,6
3389,商品14,5
3389,商品86,3
3390,商品31,10
3390,商品33,4
3390,商品5,2
3390,商品9,1
3390,商品43,5
3390,商品12,8
3390,商品8,1
3390,商品6,9
3390,商品66,5
3390,商品18,4
3390,商品40,1
3390,商品75,2
3390,商品25,1
3390,商品32,2
3390,商品50,7
3390,商品53,5
3391,商品8,1
3391,商品6,3
3392,商品9,3
3392,商品60,7
3392,商品8,6
3392,商品6,5
3392,商品69,1
3392,商品79,10
3392,商品109,6
3393,商品32,7
3394,商品32,8
3394,商品35,5
3394,商品47,3
3395,商品6,8
3395,商品78,7
3395,商品32,10
3395,商品14,3
3395,商品48,10
3396,商品59,8
3396,商品43,3
3396,商品12,9
3396,商品64,3
3396,商品13,6
3396,商品69,3
3396,商品113,2
3396,商品79,7
3396,商品78,6
3396,商品74,1
3396,商品80,9
3396,商品70,6
3396,商品46,6
3396,商品147,3
3396,商品47,2
3396,商品81,10
3397,商品93,5
3398,商品130,9
3399,商品93,1
3400,商品30,2
3400,商品20,4
3400,商品110,1
3401,商品18,3
3401,商品74,9
3401,商品7,8
3401,商品25,10
3401,商品83,7
3402,商品31,9
3402,商品5,9
3402,商品66,7
3402,商品18,8
3402,商品32,6
3402,商品35,4
3403,商品51,2
3403,商品55,5
3403,商品18,3
3403,商品32,5
3404,商品8,4
3404,商品25,2
3405,商品59,9
3405,商品8,2
3405,商品64,5
3405,商品79,1
3405,商品25,10
3405,商品120,10
3406,商品8,2
3407,商品25,1
3407,商品35,4
3408,商品53,2
3409,商品1,5
3409,商品40,1
3410,商品124,6
3410,商品43,8
3410,商品8,9
3411,商品51,7
3411,商品5,7
3411,商品60,1
3411,商品8,3
3411,商品15,7
3411,商品18,2
3411,商品140,2
3411,商品136,5
3411,商品34,5
3411,商品152,2
3411,商品87,2
3412,商品60,2
3412,商品18,10
3412,商品40,3
3412,商品32,7
3412,商品53,5
3413,商品50,4
3413,商品53,8
3414,商品33,8
3414,商品1,6
3414,商品18,7
3414,商品25,9
3415,商品8,10
3415,商品64,4
3415,商品6,4
3415,商品61,3
3415,商品113,2
3415,商品148,10
3416,商品18,1
3416,商品75,3
3417,商品55,1
3417,商品50,10
3418,商品1,1
3418,商品12,9
3418,商品15,8
3418,商品18,6
3419,商品20,9
3420,商品30,6
3420,商品12,8
3420,商品80,5
3421,商品6,8
3421,商品52,3
3421,商品3,5
3421,商品58,2
3422,商品124,7
3422,商品8,2
3422,商品113,2
3422,商品66,9
3423,商品40,5
3424,商品12,2
3424,商品18,2
3424,商品83,9
3425,商品162,10
3425,商品50,5
3425,商品83,8
3426,商品129,2
3427,商品47,4
3427,商品86,8
3428,商品5,2
3428,商品12,1
3428,商品128,5
3429,商品8,5
3429,商品61,9
3429,商品35,6
3429,商品50,7
3429,商品46,2
3429,商品47,8
3430,商品20,5
3430,商品53,2
3431,商品32,5
3431,商品50,1
3432,商品124,10
3432,商品18,6
3432,商品32,6
3433,商品9,1
3434,商品18,1
3435,商品31,2
3435,商品8,4
3435,商品79,4
3435,商品118,3
3435,商品101,6
3435,商品127,2
3435,商品88,6
3435,商品53,2
3436,商品32,8
3436,商品86,8
3437,商品9,2
3437,商品8,3
3437,商品15,6
3437,商品10,3
3437,商品66,3
3437,商品53,9
3438,商品18,7
3438,商品52,1
3439,商品93,7
3439,商品141,4
3439,商品18,7
3439,商品126,4
3439,商品35,3
3440,商品8,9
3440,商品35,4
3441,商品40,9
3441,商品86,1
3442,商品71,5
3442,商品33,3
3442,商品1,2
3442,商品5,8
3442,商品6,10
3442,商品61,4
3442,商品66,10
3443,商品43,7
3443,商品8,10
3443,商品32,6
3443,商品42,8
3443,商品100,4
3443,商品122,4
3443,商品97,8
3444,商品97,7
3445,商品20,6
3445,商品26,8
3446,商品64,8
3446,商品91,8
3446,商品44,8
3446,商品24,4
3446,商品52,4
3446,商品32,5
3446,商品26,8
3447,商品54,7
3447,商品14,5
3448,商品33,9
3448,商品59,9
3448,商品79,6
3448,商品91,4
3448,商品18,10
3448,商品32,5
3448,商品14,8
3449,商品8,5
3449,商品10,10
3449,商品52,8
3449,商品68,7
3449,商品53,10
3450,商品69,1
3451,商品59,1
3451,商品12,2
3451,商品39,3
3451,商品6,6
3451,商品99,1
3451,商品32,9
3451,商品47,6
3451,商品97,10
3452,商品32,5
3453,商品6,1
3454,商品1,3
3454,商品8,7
3454,商品6,4
3454,商品98,8
3454,商品52,8
3454,商品3,9
3454,商品116,6
3454,商品53,2
3455,商品32,7
3455,商品20,6
3455,商品130,7
3455,商品83,5
3456,商品31,3
3456,商品60,8
3456,商品61,6
3456,商品66,9
3456,商品18,7
3456,商品166,5
3457,商品78,8
3458,商品52,4
3459,商品34,4
3459,商品47,8
3459,商品120,8
3459,商品148,1
3459,商品53,3
3460,商品12,1
3460,商品36,8
3461,商品36,1
3461,商品97,1
3462,商品154,4
3463,商品6,1
3463,商品61,6
3463,商品79,3
3463,商品90,7
3463,商品99,7
3463,商品73,8
3463,商品32,2
3463,商品68,1
3463,商品35,7
3464,商品43,1
3465,商品33,2
3465,商品52,2
3465,商品25,8
3465,商品36,9
3466,商品12,9
3466,商品8,7
3466,商品39,9
3466,商品6,8
3466,商品10,8
3466,商品66,5
3466,商品18,9
3466,商品52,3
3466,商品32,10
3466,商品35,7
3466,商品50,3
3466,商品83,10
3466,商品14,4
3466,商品26,10
3466,商品53,5
3467,商品35,7
3467,商品110,5
3468,商品55,2
3468,商品8,5
3468,商品6,7
3468,商品106,5
3468,商品84,6
3468,商品99,2
3468,商品92,5
3468,商品35,2
3468,商品109,4
3469,商品55,8
3469,商品8,5
3469,商品141,2
3469,商品40,6
3469,商品105,7
3470,商品51,7
3470,商品5,3
3470,商品8,1
3470,商品18,4
3470,商品32,7
3471,商品40,5
3472,商品43,1
3473,商品32,9
3474,商品19,3
3474,商品96,1
3474,商品21,3
3474,商品38,10
3474,商品57,7
3475,商品1,9
3475,商品5,7
3475,商品94,8
3475,商品12,7
3475,商品8,5
3475,商品61,1
3475,商品25,6
3476,商品51,10
3476,商品8,5
3476,商品13,6
3476,商品80,5
3476,商品32,10
3476,商品29,10
3477,商品13,9
3477,商品32,1
3478,商品91,1
3478,商品32,9
3479,商品64,7
3480,商品30,4
3480,商品60,9
3480,商品64,5
3480,商品25,1
3480,商品57,9
3481,商品9,2
3481,商品52,7
3481,商品68,9
3481,商品76,7
3482,商品32,7
3483,商品50,5
3483,商品53,1
3484,商品141,9
3484,商品16,7
3484,商品50,5
3485,商品51,2
3485,商品39,2
3485,商品131,6
3485,商品7,2
3486,商品9,2
3486,商品6,8
3486,商品79,8
3486,商品66,5
3486,商品24,1
3486,商品14,5
3487,商品8,1
3487,商品34,9
3488,商品5,1
3488,商品91,2
3488,商品118,2
3488,商品46,3
3488,商品14,6
3488,商品26,5
3488,商品86,7
3489,商品9,9
3489,商品35,1
3490,商品71,9
3490,商品43,6
3490,商品8,6
3490,商品27,3
3490,商品6,4
3490,商品91,8
3490,商品66,4
3490,商品24,1
3490,商品140,2
3490,商品28,3
3490,商品99,8
3490,商品34,8
3490,商品11,7
3490,商品76,7
3491,商品9,5
3491,商品8,4
3491,商品61,9
3492,商品23,10
3492,商品42,1
3493,商品51,5
3493,商品5,6
3493,商品154,8
3493,商品12,2
3493,商品27,3
3494,商品64,8
3494,商品19,8
3494,商品10,10
3494,商品66,8
3494,商品52,4
3494,商品7,1
3494,商品25,6
3494,商品32,4
3494,商品53,2
3495,商品5,2
3495,商品154,7
3495,商品43,5
3495,商品8,3
3495,商品6,7
3495,商品18,3
3495,商品47,4
3495,商品58,1
3495,商品36,2
3496,商品8,7
3497,商品50,6
3497,商品36,6
3498,商品51,7
3498,商品3,7
3498,商品36,6
3499,商品54,5
3500,商品9,4
3500,商品60,3
3500,商品43,10
3500,商品6,7
3500,商品106,6
3500,商品69,3
3500,商品91,7
3500,商品118,1
3500,商品44,9
3500,商品24,1
3500,商品40,9
3500,商品99,8
3500,商品23,6
3500,商品32,3
3500,商品14,1
3500,商品110,8
3500,商品42,1
3501,商品51,5
3501,商品72,5
3501,商品55,6
3501,商品63,4
3501,商品12,3
3501,商品8,4
3501,商品27,10
3501,商品64,2
3501,商品6,1
3501,商品106,5
3501,商品79,10
3501,商品7,1
3501,商品14,9
3501,商品77,5
3502,商品32,2
3502,商品26,10
3503,商品30,1
3503,商品1,6
3503,商品5,8
3503,商品43,2
3503,商品12,10
3503,商品74,1
3504,商品61,4
3504,商品116,9
3504,商品32,9
3504,商品35,9
3504,商品53,7
3505,商品43,2
3505,商品53,6
3506,商品55,8
3506,商品37,2
3506,商品8,5
3506,商品27,8
3506,商品6,4
3506,商品40,9
3507,商品124,3
3507,商品30,5
3507,商品1,3
3507,商品9,6
3507,商品50,6
3507,商品76,9
3507,商品53,3
3508,商品5,6
3508,商品154,5
3508,商品8,1
3508,商品10,10
3508,商品66,3
3508,商品18,3
3508,商品24,2
3508,商品28,4
3508,商品3,5
3508,商品70,1
3508,商品25,6
3508,商品20,4
3508,商品100,1
3508,商品57,2
3508,商品58,6
3509,商品51,3
3509,商品9,4
3509,商品8,9
3509,商品15,1
3509,商品6,7
3509,商品122,5
3510,商品51,3
3510,商品55,9
3510,商品26,4
3510,商品42,3
3511,商品6,5
3511,商品52,7
3512,商品24,3
3512,商品26,8
3512,商品53,1
3513,商品51,2
3513,商品95,7
3514,商品95,3
3515,商品9,10
3515,商品12,1
3515,商品79,9
3515,商品92,3
3516,商品32,10
3517,商品32,5
3518,商品27,4
3518,商品11,5
3519,商品5,8
3519,商品8,5
3520,商品27,10
3520,商品19,6
3520,商品67,6
3520,商品99,3
3520,商品105,3
3520,商品32,9
3520,商品53,6
3521,商品52,1
3521,商品3,10
3522,商品66,7
3523,商品26,10
3523,商品29,7
3524,商品32,1
3524,商品86,10
3525,商品166,9
3526,商品15,5
3526,商品48,7
3527,商品59,9
3527,商品12,10
3527,商品8,9
3527,商品66,2
3528,商品51,9
3528,商品106,3
3528,商品141,1
3528,商品78,5
3529,商品53,7
3530,商品5,7
3530,商品60,3
3530,商品18,1
3530,商品40,2
3530,商品3,3
3530,商品7,7
3530,商品53,5
3531,商品25,10
3531,商品35,1
3531,商品50,2
3532,商品1,10
3532,商品8,7
3532,商品47,9
3533,商品43,6
3533,商品61,5
3533,商品79,3
3533,商品66,2
3533,商品18,5
3534,商品43,5
3535,商品18,6
3535,商品25,8
3535,商品53,2
3536,商品6,3
3537,商品116,9
3537,商品50,2
3538,商品12,3
3538,商品24,2
3538,商品36,5
3539,商品55,5
3539,商品64,8
3539,商品98,9
3539,商品74,2
3539,商品158,7
3540,商品60,9
3540,商品39,7
3540,商品6,9
3540,商品40,5
3540,商品49,4
3541,商品51,6
3541,商品8,1
3541,商品40,7
3541,商品46,5
3541,商品148,9
3542,商品25,4
3543,商品26,3
3544,商品43,1
3544,商品8,9
3545,商品162,3
3545,商品18,7
3545,商品7,4
3545,商品46,7
3546,商品8,8
3546,商品79,6
3546,商品7,7
3547,商品1,6
3547,商品43,2
3547,商品8,10
3547,商品7,8
3548,商品5,5
3548,商品63,2
3548,商品8,7
3548,商品40,3
3548,商品116,5
3548,商品32,3
3548,商品47,5
3548,商品38,2
3548,商品120,1
3548,商品53,7
3549,商品33,2
3549,商品5,8
3549,商品52,10
3549,商品74,9
3549,商品32,1
3549,商品50,9
3550,商品36,10
3551,商品12,7
3551,商品8,7
3551,商品61,7
3551,商品152,8
3551,商品32,2
3551,商品53,6
3552,商品15,8
3552,商品52,9
3552,商品20,9
3552,商品95,6
3552,商品53,4
3553,商品2,4
3554,商品20,6
3554,商品130,8
3554,商品83,3
3554,商品53,2
3555,商品81,1
3556,商品59,10
3556,商品9,5
3556,商品93,1
3556,商品12,10
3556,商品8,7
3556,商品64,10
3556,商品6,1
3556,商品163,4
3557,商品8,5
3557,商品27,6
3557,商品6,9
3557,商品77,1
3557,商品48,6
3557,商品36,7
3558,商品51,6
3558,商品33,5
3558,商品59,3
3558,商品30,8
3558,商品1,4
3558,商品5,1
3558,商品8,5
3558,商品41,7
3558,商品91,1
3558,商品66,8
3558,商品52,8
3558,商品2,7
3558,商品32,4
3558,商品26,4
3559,商品46,7
3560,商品43,10
3560,商品94,1
3560,商品12,3
3560,商品8,9
3560,商品18,9
3560,商品140,8
3560,商品32,8
3560,商品53,3
3561,商品31,8
3561,商品18,8
3562,商品12,6
3562,商品8,2
3562,商品84,6
3563,商品26,10
3563,商品48,5
3564,商品51,9
3564,商品6,9
3565,商品114,10
3565,商品81,3
3566,商品8,4
3566,商品40,1
3567,商品53,9
3568,商品8,4
3568,商品65,7
3568,商品46,1
3569,商品32,7
3569,商品50,6
3570,商品18,2
3571,商品81,9
3572,商品9,6
3572,商品78,3
3572,商品20,3
3573,商品19,9
3573,商品62,10
3573,商品25,3
3574,商品50,8
3575,商品5,4
3575,商品78,7
3575,商品44,4
3575,商品48,4
3576,商品59,10
3576,商品5,6
3576,商品93,9
3576,商品94,3
3576,商品8,10
3576,商品15,3
3576,商品79,9
3576,商品18,9
3576,商品152,5
3576,商品25,2
3576,商品21,5
3577,商品12,9
3577,商品19,3
3577,商品135,7
3577,商品35,9
3577,商品53,2
3578,商品60,4
3579,商品25,2
3579,商品50,1
3579,商品57,8
3580,商品47,4
3581,商品32,2
3582,商品32,1
3583,商品51,10
3583,商品63,4
3583,商品98,2
3583,商品10,10
3583,商品78,1
3583,商品46,1
3583,商品47,10
3583,商品76,9
3583,商品58,7
3584,商品40,8
3584,商品50,7
3585,商品91,9
3585,商品78,5
3586,商品5,5
3586,商品43,1
3586,商品8,9
3586,商品79,3
3586,商品66,8
3586,商品52,6
3586,商品2,10
3586,商品50,1
3587,商品46,4
3588,商品5,1
3588,商品9,3
3588,商品19,9
3588,商品34,4
3588,商品70,3
3588,商品7,9
3588,商品14,2
3588,商品26,9
3588,商品57,5
3589,商品59,4
3590,商品71,6
3590,商品72,3
3590,商品5,7
3590,商品8,10
3590,商品15,9
3590,商品91,8
3590,商品40,4
3590,商品140,10
3590,商品2,4
3590,商品70,4
3590,商品32,3
3590,商品47,2
3590,商品110,10
3590,商品86,8
3590,商品148,2
3590,商品53,3
3591,商品51,1
3591,商品5,8
3591,商品9,1
3591,商品43,5
3591,商品61,10
3591,商品40,8
3591,商品70,9
3591,商品131,9
3591,商品20,1
3592,商品66,8
3593,商品8,3
3593,商品15,10
3593,商品61,1
3593,商品98,9
3593,商品10,2
3593,商品56,2
3593,商品38,8
3594,商品12,1
3594,商品15,3
3594,商品27,6
3594,商品79,7
3594,商品52,7
3594,商品57,5
3595,商品20,2
3596,商品71,2
3596,商品8,8
3596,商品64,2
3596,商品41,9
3596,商品66,5
3596,商品24,7
3596,商品74,3
3596,商品159,7
3596,商品7,10
3596,商品86,1
3596,商品108,6
3596,商品57,1
3597,商品31,3
3597,商品51,9
3597,商品41,3
3597,商品18,5
3597,商品130,6
3598,商品51,3
3598,商品95,3
3598,商品53,9
3599,商品25,5
3600,商品51,3
3600,商品54,9
3600,商品32,8
3601,商品59,8
3601,商品8,8
3601,商品40,8
3601,商品53,7
3602,商品31,2
3602,商品64,4
3603,商品105,7
3603,商品92,4
3603,商品46,9
3604,商品71,4
3604,商品5,7
3604,商品9,6
3604,商品43,1
3604,商品66,3
3604,商品58,2
3604,商品36,2
3605,商品20,5
3606,商品79,1
3606,商品3,9
3606,商品120,3
3607,商品15,10
3607,商品75,8
3607,商品3,5
3607,商品85,6
3607,商品26,7
3607,商品48,8
3608,商品60,6
3608,商品12,6
3608,商品6,8
3608,商品40,9
3608,商品53,9
3609,商品31,10
3609,商品12,8
3609,商品79,7
3609,商品47,8
3609,商品110,9
3610,商品5,7
3610,商品6,2
3610,商品13,5
3610,商品52,1
3610,商品32,3
3610,商品20,7
3611,商品30,1
3611,商品9,3
3611,商品43,4
3611,商品8,10
3611,商品6,5
3611,商品28,10
3611,商品116,8
3611,商品50,5
3612,商品31,8
3612,商品18,2
3612,商品40,10
3612,商品136,1
3612,商品126,9
3612,商品86,4
3613,商品24,1
3614,商品1,9
3614,商品8,5
3614,商品2,7
3615,商品8,4
3615,商品18,8
3615,商品57,1
3615,商品58,8
3615,商品127,5
3616,商品91,3
3617,商品31,7
3617,商品51,5
3617,商品15,8
3617,商品28,9
3617,商品34,5
3617,商品32,2
3617,商品26,1
3618,商品30,4
3619,商品51,8
3619,商品10,9
3619,商品141,4
3619,商品18,10
3619,商品3,4
3619,商品32,8
3620,商品131,10
3621,商品58,1
3622,商品31,2
3622,商品51,7
3622,商品1,1
3622,商品43,4
3622,商品12,10
3622,商品6,6
3622,商品106,7
3622,商品67,8
3622,商品18,1
3622,商品25,9
3623,商品32,4
3623,商品20,10
3624,商品1,1
3624,商品6,4
3624,商品35,1
3624,商品58,4
3625,商品12,5
3625,商品79,5
3625,商品66,5
3625,商品18,5
3625,商品92,3
3625,商品32,10
3625,商品57,10
3625,商品88,9
3625,商品53,3
3626,商品51,4
3626,商品6,10
3626,商品95,8
3626,商品83,8
3626,商品53,1
3627,商品30,9
3627,商品27,2
3627,商品10,1
3627,商品32,3
3627,商品97,1
3628,商品12,1
3629,商品18,3
3629,商品117,7
3629,商品46,10
3630,商品12,5
3630,商品79,7
3630,商品118,3
3630,商品18,9
3630,商品74,2
3631,商品12,9
3631,商品8,1
3631,商品39,10
3631,商品113,2
3632,商品43,2
3632,商品12,10
3632,商品8,4
3632,商品18,5
3632,商品40,4
3632,商品25,5
3632,商品32,5
3632,商品47,3
3632,商品110,2
3633,商品70,5
3633,商品25,5
3633,商品32,10
3633,商品95,6
3633,商品46,1
3633,商品58,8
3633,商品148,8
3634,商品8,9
3635,商品75,2
3635,商品35,3
3635,商品29,7
3636,商品31,4
3636,商品18,5
3637,商品5,9
3637,商品6,9
3637,商品7,4
3637,商品36,6
3638,商品32,6
3638,商品77,5
3639,商品53,6
3640,商品8,3
3641,商品51,5
3641,商品9,1
3641,商品8,8
3641,商品6,1
3641,商品98,7
3641,商品10,8
3641,商品40,4
3641,商品32,2
3641,商品53,6
3642,商品51,10
3642,商品5,6
3642,商品8,4
3642,商品20,10
3643,商品51,6
3643,商品43,8
3643,商品18,3
3643,商品32,8
3644,商品8,1
3645,商品51,4
3645,商品106,9
3645,商品18,7
3645,商品52,8
3646,商品42,9
3647,商品40,10
3647,商品50,7
3647,商品14,9
3647,商品87,10
3648,商品102,1
3648,商品130,8
3649,商品50,6
3650,商品50,7
