商品ID,商品名称,品类
4810,商品3520,品类12
4811,商品3521,品类82
4812,商品3522,品类264
4813,商品3523,品类349
4814,商品3524,品类51
4815,商品3525,品类12
4816,商品3526,品类5
4818,商品3527,品类462
4821,商品3528,品类463
4822,商品3529,品类23
4823,商品3530,品类3
4825,商品3531,品类36
4826,商品3532,品类252
4827,商品3533,品类67
4828,商品3534,品类3
4830,商品3535,品类14
4831,商品3536,品类190
4833,商品3537,品类262
4835,商品3538,品类12
4836,商品3539,品类15
4840,商品3540,品类15
4844,商品3541,品类280
4845,商品3542,品类33
4846,商品3543,品类107
4847,商品3544,品类12
4848,商品3545,品类464
4849,商品3546,品类36
4850,商品3547,品类465
4852,商品3548,品类67
4855,商品3549,品类6
4857,商品3550,品类82
4860,商品3551,品类5
4862,商品3552,品类12
4863,商品3553,品类33
4864,商品3554,品类297
4865,商品3555,品类420
4866,商品3556,品类8
4867,商品3557,品类36
4871,商品3558,品类12
4873,商品3559,品类466
4874,商品3560,品类467
4876,商品3561,品类93
4877,商品3562,品类3
4878,商品3563,品类311
4879,商品3564,品类276
4880,商品3565,品类12
4881,商品3566,品类14
4883,商品3567,品类12
4885,商品3568,品类51
4886,商品3569,品类1
4887,商品3570,品类34
4888,商品3571,品类12
4889,商品3572,品类14
4890,商品3573,品类254
4893,商品3574,品类93
4896,商品3575,品类2
4898,商品3576,品类360
4899,商品3577,品类226
4900,商品3578,品类5
4901,商品3579,品类38
4902,商品3580,品类468
4903,商品3581,品类12
4909,商品3582,品类84
4911,商品3583,品类226
4912,商品3584,品类74
4914,商品3585,品类39
4915,商品3586,品类26
4916,商品3587,品类24
4917,商品3588,品类12
4919,商品3589,品类182
4920,商品3590,品类15
4921,商品3591,品类15
4925,商品3592,品类5
4926,商品3593,品类308
4927,商品3594,品类469
4928,商品3595,品类12
4929,商品3596,品类5
4932,商品3597,品类28
4936,商品3598,品类82
4939,商品3599,品类149
4941,商品3600,品类76
4942,商品3601,品类349
4945,商品3602,品类274
4946,商品3603,品类6
4947,商品3604,品类8
4951,商品3605,品类382
4952,商品3606,品类84
4953,商品3607,品类264
4954,商品3608,品类33
4956,商品3609,品类470
4957,商品3610,品类137
4958,商品3611,品类46
4959,商品3612,品类12
4961,商品3613,品类37
4962,商品3614,品类154
4963,商品3615,品类137
4964,商品3616,品类238
4965,商品3617,品类96
4966,商品3618,品类184
4967,商品3619,品类24
4969,商品3620,品类442
4970,商品3621,品类12
4971,商品3622,品类36
4973,商品3623,品类3
4974,商品3624,品类5
4975,商品3625,品类471
4976,商品3626,品类12
4977,商品3627,品类12
4978,商品3628,品类104
4979,商品3629,品类36
4980,商品3630,品类400
4981,商品3631,品类5
4985,商品3632,品类26
4987,商品3633,品类76
4988,商品3634,品类201
4989,商品3635,品类5
4990,商品3636,品类338
4991,商品3637,品类4
4992,商品3638,品类3
4993,商品3639,品类337
4994,商品3640,品类4
4995,商品3641,品类15
4998,商品3642,品类472
5004,商品3643,品类5
5007,商品3644,品类368
5008,商品3645,品类104
5009,商品3646,品类12
5010,商品3647,品类46
5011,商品3648,品类15
5012,商品3649,品类74
5013,商品3650,品类473
5014,商品3651,品类12
5015,商品3652,品类15
5016,商品3653,品类12
5021,商品3654,品类360
5023,商品3655,品类12
5025,商品3656,品类5
5026,商品3657,品类142
5027,商品3658,品类16
5028,商品3659,品类12
5033,商品3660,品类32
5034,商品3661,品类15
5039,商品3662,品类26
5040,商品3663,品类26
5041,商品3664,品类474
5046,商品3665,品类90
5047,商品3666,品类107
5048,商品3667,品类263
5049,商品3668,品类276
5051,商品3669,品类4
5053,商品3670,品类5
5054,商品3671,品类184
5055,商品3672,品类133
5059,商品3673,品类37
5060,商品3674,品类165
5062,商品3675,品类22
5063,商品3676,品类77
5064,商品3677,品类180
5065,商品3678,品类475
5066,商品3679,品类15
5068,商品3680,品类12
5069,商品3681,品类404
5071,商品3682,品类15
5072,商品3683,品类176
5073,商品3684,品类12
5074,商品3685,品类36
5075,商品3686,品类5
5076,商品3687,品类391
5077,商品3688,品类3
5080,商品3689,品类5
5081,商品3690,品类15
5083,商品3691,品类36
5088,商品3692,品类62
5092,商品3693,品类23
5093,商品3694,品类41
5094,商品3695,品类149
5095,商品3696,品类33
5096,商品3697,品类5
5099,商品3698,品类20
5102,商品3699,品类71
5103,商品3700,品类212
5105,商品3701,品类42
5106,商品3702,品类188
5107,商品3703,品类24
5108,商品3704,品类47
5109,商品3705,品类11
5110,商品3706,品类356
5111,商品3707,品类32
5112,商品3708,品类12
5113,商品3709,品类33
5114,商品3710,品类12
5116,商品3711,品类5
5120,商品3712,品类256
5121,商品3713,品类36
5127,商品3714,品类476
5128,商品3715,品类156
5131,商品3716,品类36
5134,商品3717,品类36
5135,商品3718,品类3
5136,商品3719,品类54
5137,商品3720,品类37
5139,商品3721,品类5
5146,商品3722,品类477
5147,商品3723,品类12
5151,商品3724,品类3
5152,商品3725,品类46
5155,商品3726,品类8
5156,商品3727,品类8
5159,商品3728,品类325
5165,商品3729,品类67
5168,商品3730,品类188
5170,商品3731,品类155
5171,商品3732,品类76
5177,商品3733,品类15
5178,商品3734,品类14
5181,商品3735,品类34
5187,商品3736,品类5
5189,商品3737,品类72
5197,商品3738,品类12
5198,商品3739,品类32
5202,商品3740,品类12
5205,商品3741,品类10
5209,商品3742,品类9
5212,商品3743,品类8
5213,商品3744,品类5
5214,商品3745,品类71
5218,商品3746,品类338
5219,商品3747,品类220
5220,商品3748,品类107
5221,商品3749,品类12
5222,商品3750,品类3
5224,商品3751,品类37
5225,商品3752,品类15
5226,商品3753,品类15
5231,商品3754,品类5
5237,商品3755,品类12
5238,商品3756,品类12
5239,商品3757,品类221
5240,商品3758,品类133
5241,商品3759,品类3
5244,商品3760,品类170
5246,商品3761,品类107
5247,商品3762,品类107
5248,商品3763,品类107
5250,商品3764,品类5
5254,商品3765,品类343
5255,商品3766,品类5
5256,商品3767,品类12
5258,商品3768,品类12
5264,商品3769,品类126
5265,商品3770,品类62
5266,商品3771,品类51
5267,商品3772,品类12
5268,商品3773,品类86
5269,商品3774,品类12
5272,商品3775,品类12
5275,商品3776,品类12
5278,商品3777,品类3
5279,商品3778,品类3
5282,商品3779,品类51
5283,商品3780,品类5
5284,商品3781,品类3
5285,商品3782,品类33
5288,商品3783,品类478
5291,商品3784,品类57
5292,商品3785,品类5
5293,商品3786,品类32
5294,商品3787,品类47
5296,商品3788,品类3
5297,商品3789,品类32
5298,商品3790,品类3
5299,商品3791,品类3
5300,商品3792,品类419
5303,商品3793,品类3
5304,商品3794,品类24
5307,商品3795,品类5
5308,商品3796,品类5
5309,商品3797,品类3
5311,商品3798,品类479
5312,商品3799,品类137
5313,商品3800,品类283
5316,商品3801,品类288
5319,商品3802,品类137
5321,商品3803,品类5
5322,商品3804,品类12
5323,商品3805,品类120
5324,商品3806,品类3
5325,商品3807,品类37
5328,商品3808,品类15
5329,商品3809,品类47
5333,商品3810,品类14
5334,商品3811,品类33
5337,商品3812,品类5
5338,商品3813,品类12
5339,商品3814,品类36
5341,商品3815,品类12
5345,商品3816,品类12
5346,商品3817,品类15
5347,商品3818,品类12
5348,商品3819,品类36
5349,商品3820,品类126
5353,商品3821,品类36
5356,商品3822,品类72
5357,商品3823,品类201
5358,商品3824,品类201
5361,商品3825,品类201
5363,商品3826,品类5
5364,商品3827,品类32
5365,商品3828,品类15
5372,商品3829,品类480
5373,商品3830,品类116
5375,商品3831,品类455
5377,商品3832,品类4
5378,商品3833,品类481
5379,商品3834,品类12
5380,商品3835,品类4
5382,商品3836,品类5
5384,商品3837,品类14
5385,商品3838,品类37
5387,商品3839,品类32
5388,商品3840,品类322
5389,商品3841,品类482
5390,商品3842,品类12
5391,商品3843,品类12
5397,商品3844,品类84
5398,商品3845,品类12
5400,商品3846,品类32
5401,商品3847,品类5
5404,商品3848,品类15
5409,商品3849,品类8
5410,商品3850,品类19
5414,商品3851,品类155
5415,商品3852,品类36
5416,商品3853,品类27
5417,商品3854,品类75
5418,商品3855,品类142
5419,商品3856,品类483
5420,商品3857,品类46
5421,商品3858,品类12
5422,商品3859,品类5
5423,商品3860,品类6
5424,商品3861,品类182
5425,商品3862,品类24
5427,商品3863,品类5
5428,商品3864,品类5
5433,商品3865,品类484
5434,商品3866,品类344
5435,商品3867,品类77
5437,商品3868,品类485
5438,商品3869,品类107
5440,商品3870,品类77
5442,商品3871,品类155
5443,商品3872,品类5
5444,商品3873,品类431
5445,商品3874,品类305
5446,商品3875,品类31
5447,商品3876,品类12
5448,商品3877,品类338
5449,商品3878,品类3
5450,商品3879,品类4
5451,商品3880,品类4
5452,商品3881,品类211
5454,商品3882,品类3
5455,商品3883,品类36
5456,商品3884,品类128
5458,商品3885,品类83
5459,商品3886,品类99
5460,商品3887,品类486
5461,商品3888,品类36
5462,商品3889,品类79
5463,商品3890,品类26
5464,商品3891,品类14
5465,商品3892,品类47
5466,商品3893,品类4
5468,商品3894,品类349
5470,商品3895,品类3
5471,商品3896,品类15
5472,商品3897,品类487
5475,商品3898,品类104
5476,商品3899,品类93
5477,商品3900,品类15
5478,商品3901,品类451
5479,商品3902,品类180
5480,商品3903,品类23
5481,商品3904,品类5
5483,商品3905,品类37
5485,商品3906,品类4
5486,商品3907,品类5
5489,商品3908,品类67
5490,商品3909,品类107
5493,商品3910,品类281
5497,商品3911,品类167
5498,商品3912,品类12
5499,商品3913,品类238
5500,商品3914,品类5
5501,商品3915,品类129
5502,商品3916,品类120
5503,商品3917,品类4
5504,商品3918,品类7
5505,商品3919,品类36
5506,商品3920,品类159
5507,商品3921,品类6
5508,商品3922,品类308
5512,商品3923,品类5
5513,商品3924,品类299
5515,商品3925,品类12
5521,商品3926,品类25
5522,商品3927,品类132
5523,商品3928,品类282
5524,商品3929,品类238
5525,商品3930,品类4
5527,商品3931,品类15
5528,商品3932,品类32
5529,商品3933,品类3
5530,商品3934,品类488
5531,商品3935,品类12
5532,商品3936,品类3
5537,商品3937,品类82
5538,商品3938,品类394
5539,商品3939,品类94
5540,商品3940,品类489
5541,商品3941,品类461
5543,商品3942,品类158
5544,商品3943,品类184
5548,商品3944,品类5
5550,商品3945,品类480
5553,商品3946,品类490
5556,商品3947,品类151
5560,商品3948,品类190
5562,商品3949,品类32
5563,商品3950,品类14
5564,商品3951,品类51
5568,商品3952,品类5
5569,商品3953,品类151
5570,商品3954,品类42
5572,商品3955,品类5
5573,商品3956,品类33
5574,商品3957,品类89
5575,商品3958,品类14
5577,商品3959,品类36
5580,商品3960,品类8
5581,商品3961,品类5
5582,商品3962,品类79
5584,商品3963,品类5
5585,商品3964,品类5
5588,商品3965,品类67
5589,商品3966,品类36
5590,商品3967,品类274
5591,商品3968,品类23
5596,商品3969,品类167
5597,商品3970,品类84
5601,商品3971,品类20
5602,商品3972,品类33
5603,商品3973,品类33
5604,商品3974,品类84
5607,商品3975,品类36
5608,商品3976,品类32
5609,商品3977,品类41
5610,商品3978,品类36
5611,商品3979,品类491
5612,商品3980,品类41
5613,商品3981,品类492
5614,商品3982,品类15
5615,商品3983,品类12
5617,商品3984,品类4
5618,商品3985,品类493
5619,商品3986,品类37
5620,商品3987,品类3
5621,商品3988,品类107
5625,商品3989,品类15
5628,商品3990,品类16
5629,商品3991,品类215
5630,商品3992,品类30
5632,商品3993,品类12
5633,商品3994,品类12
5635,商品3995,品类12
5636,商品3996,品类33
5637,商品3997,品类12
5638,商品3998,品类437
5640,商品3999,品类72
5643,商品4000,品类37
5644,商品4001,品类12
5646,商品4002,品类15
5649,商品4003,品类67
5650,商品4004,品类5
5651,商品4005,品类494
5657,商品4006,品类495
5663,商品4007,品类67
5664,商品4008,品类161
5665,商品4009,品类155
5666,商品4010,品类130
5667,商品4011,品类75
5668,商品4012,品类12
5669,商品4013,品类37
5670,商品4014,品类299
5672,商品4015,品类314
5673,商品4016,品类4
5675,商品4017,品类3
5678,商品4018,品类119
5679,商品4019,品类262
5680,商品4020,品类14
5682,商品4021,品类12
5684,商品4022,品类37
5685,商品4023,品类36
5688,商品4024,品类12
5689,商品4025,品类14
5690,商品4026,品类496
5693,商品4027,品类4
5694,商品4028,品类308
5696,商品4029,品类12
5699,商品4030,品类77
5700,商品4031,品类437
5704,商品4032,品类72
5706,商品4033,品类36
5707,商品4034,品类15
5710,商品4035,品类5
5712,商品4036,品类28
5720,商品4037,品类281
5721,商品4038,品类12
5723,商品4039,品类3
5733,商品4040,品类51
5735,商品4041,品类497
5736,商品4042,品类497
5741,商品4043,品类15
5742,商品4044,品类36
5745,商品4045,品类36
5746,商品4046,品类498
5747,商品4047,品类24
5749,商品4048,品类54
5752,商品4049,品类3
5755,商品4050,品类178
5764,商品4051,品类365
5767,商品4052,品类33
5768,商品4053,品类71
5771,商品4054,品类42
5772,商品4055,品类12
5773,商品4056,品类5
5779,商品4057,品类72
5780,商品4058,品类5
5782,商品4059,品类96
5784,商品4060,品类67
5785,商品4061,品类499
5786,商品4062,品类133
5787,商品4063,品类28
5788,商品4064,品类12
5791,商品4065,品类15
5792,商品4066,品类36
5796,商品4067,品类281
5797,商品4068,品类156
5799,商品4069,品类116
5801,商品4070,品类56
5802,商品4071,品类5
5803,商品4072,品类48
5804,商品4073,品类210
5809,商品4074,品类137
5810,商品4075,品类12
5812,商品4076,品类15
5816,商品4077,品类337
5817,商品4078,品类24
5818,商品4079,品类15
5820,商品4080,品类230
5826,商品4081,品类413
